word,tag,wn_label,mw_label,dc_label,comb_label
rock,NN,neutral,neutral,masc,neutral
frontman,NN,masc,masc,masc,masc
name,NN,masc,neutral,neutral,neutral
parts,NNS,neutral,neutral,masc,neutral
member,NN,masc,neutral,neutral,neutral
women,NNS,fem,fem,fem,fem
chairman,NN,masc,masc,masc,masc
men,NNS,masc,masc,masc,masc
blade,NN,masc,neutral,neutral,neutral
daughter,NN,fem,fem,fem,fem
dragon,NN,fem,neutral,neutral,neutral
members,NNS,masc,neutral,neutral,neutral
dot,NN,neutral,neutral,fem,neutral
dots,NNS,neutral,neutral,fem,neutral
son,NN,masc,masc,masc,masc
batch,NN,neutral,neutral,masc,neutral
assault,NN,fem,neutral,neutral,neutral
carry,NN,neutral,neutral,masc,neutral
amber,NN,neutral,neutral,fem,neutral
rod,NN,neutral,neutral,masc,neutral
cm,NN,neutral,neutral,masc,neutral
principle,NN,neutral,neutral,masc,neutral
crew,NN,masc,neutral,masc,masc
girls,NNS,fem,fem,fem,fem
youth,NN,masc,neutral,neutral,neutral
resource,NN,neutral,neutral,masc,neutral
nurses,NNS,fem,fem,neutral,fem
nurse,NN,fem,fem,neutral,fem
lot,NN,neutral,neutral,fem,neutral
father,NN,masc,masc,masc,masc
mother,NN,fem,fem,fem,fem
godfather,NN,masc,neutral,masc,masc
master,NN,neutral,neutral,masc,neutral
will,NN,neutral,not_found,masc,neutral
clergyman,NN,masc,masc,masc,masc
headmaster,NN,neutral,masc,masc,masc
ed,NN,masc,not_found,masc,masc
patrons,NNS,neutral,neutral,masc,neutral
wife,NN,fem,fem,fem,fem
principles,NNS,neutral,neutral,masc,neutral
sister,NN,fem,fem,fem,fem
daughters,NNS,fem,fem,fem,fem
sons,NNS,masc,masc,masc,masc
heroes,NNS,masc,neutral,masc,masc
art,NN,neutral,neutral,masc,neutral
ball,NN,masc,neutral,neutral,neutral
honor,NN,fem,neutral,neutral,neutral
girl,NN,fem,fem,fem,fem
bass,NN,masc,neutral,masc,masc
nuns,NNS,fem,fem,fem,fem
prioress,NN,neutral,neutral,fem,neutral
king,NN,neutral,neutral,masc,neutral
honours,NNS,fem,neutral,neutral,neutral
fellow,NN,masc,neutral,masc,masc
princes,NNS,masc,masc,masc,masc
herbs,NNS,neutral,neutral,masc,neutral
gene,NN,neutral,neutral,masc,neutral
lilies,NNS,neutral,neutral,fem,neutral
bird,NN,fem,neutral,neutral,neutral
courts,NNS,fem,neutral,neutral,neutral
peaches,NNS,fem,neutral,neutral,neutral
males,NNS,masc,masc,masc,masc
females,NNS,fem,fem,fem,fem
woman,NN,fem,fem,fem,fem
faith,NN,neutral,neutral,fem,neutral
cane,NN,neutral,neutral,fem,neutral
gods,NNS,masc,neutral,masc,masc
sideman,NN,masc,masc,masc,masc
tenor,NN,masc,neutral,masc,masc
soul,NN,neutral,neutral,masc,neutral
sisters,NNS,fem,fem,fem,fem
hop,NN,neutral,neutral,masc,neutral
flanks,NNS,neutral,neutral,masc,neutral
bachelor,NN,masc,neutral,masc,masc
purity,NN,fem,neutral,neutral,neutral
grandson,NN,masc,masc,masc,masc
rahman,NN,masc,masc,masc,masc
husband,NN,masc,masc,masc,masc
names,NNS,masc,neutral,neutral,neutral
platform,NN,fem,neutral,neutral,neutral
violet,NN,neutral,neutral,fem,neutral
eggs,NNS,masc,neutral,fem,neutral
sperm,NN,masc,masc,neutral,masc
specimen,NN,masc,masc,masc,masc
male,NN,masc,masc,masc,masc
testes,NNS,masc,masc,neutral,masc
herding,NN,not_found,neutral,masc,neutral
ring,NN,neutral,neutral,masc,neutral
bowel,NN,neutral,neutral,masc,neutral
patience,NN,neutral,neutral,fem,neutral
actress,NN,fem,fem,fem,fem
soprano,NN,fem,fem,fem,fem
granddaughter,NN,fem,fem,fem,fem
platforms,NNS,fem,neutral,neutral,neutral
faiths,NNS,neutral,neutral,fem,neutral
brother,NN,masc,masc,masc,masc
fathers,NNS,masc,masc,masc,masc
emperor,NN,masc,masc,masc,masc
patriarch,NN,masc,neutral,masc,masc
abbot,NN,neutral,neutral,masc,neutral
abbots,NNS,neutral,neutral,masc,neutral
court,NN,fem,neutral,neutral,neutral
della,NN,not_found,not_found,fem,fem
wolf,NN,masc,neutral,neutral,neutral
moose,NN,masc,neutral,neutral,neutral
birds,NNS,fem,neutral,not_found,neutral
human,NN,masc,masc,masc,masc
snatch,NN,fem,neutral,neutral,neutral
mothers,NNS,fem,fem,fem,fem
herb,NN,neutral,neutral,masc,neutral
egg,NN,masc,neutral,fem,neutral
equestrian,NN,masc,neutral,neutral,neutral
crews,NNS,masc,neutral,masc,masc
dive,NN,fem,neutral,neutral,neutral
humans,NNS,neutral,neutral,masc,neutral
hops,NNS,neutral,neutral,fem,neutral
female,NN,fem,fem,fem,fem
widow,NN,neutral,neutral,fem,neutral
bills,NNS,neutral,neutral,masc,neutral
bill,NN,neutral,neutral,masc,neutral
man,NN,masc,masc,masc,masc
cows,NNS,fem,neutral,fem,fem
rams,NNS,masc,neutral,masc,masc
stress,NN,neutral,neutral,fem,neutral
di,NN,not_found,neutral,fem,neutral
grandmother,NN,fem,fem,fem,fem
letters,NNS,neutral,neutral,masc,neutral
businessman,NN,masc,masc,masc,masc
brothers,NNS,masc,masc,masc,masc
horsemanship,NN,neutral,masc,neutral,neutral
prince,NN,masc,masc,masc,masc
wives,NNS,neutral,fem,fem,fem
cousin,NN,neutral,not_found,masc,neutral
standing,NN,neutral,neutral,masc,neutral
hero,NN,masc,neutral,masc,masc
melody,NN,neutral,neutral,fem,neutral
minor,NN,neutral,neutral,masc,neutral
boys,NNS,masc,masc,masc,masc
press,NN,neutral,neutral,masc,neutral
kit,NN,neutral,neutral,masc,neutral
girlfriend,NN,fem,fem,fem,fem
charity,NN,neutral,neutral,fem,neutral
queen,NN,fem,fem,fem,fem
mosquitos,NN,fem,neutral,neutral,neutral
rocks,NNS,neutral,neutral,masc,neutral
nobleman,NN,masc,masc,masc,masc
schoolmaster,NN,neutral,masc,masc,masc
lorries,NNS,neutral,neutral,fem,neutral
uncle,NN,masc,masc,masc,masc
button,NN,fem,neutral,neutral,neutral
blood,NN,masc,neutral,neutral,neutral
hose,NN,masc,neutral,neutral,neutral
hoses,NNS,masc,neutral,neutral,neutral
dish,NN,fem,neutral,neutral,neutral
gal,NN,fem,neutral,fem,fem
norms,NNS,neutral,neutral,masc,neutral
parity,NN,fem,neutral,neutral,neutral
postman,NN,masc,masc,masc,masc
widows,NNS,neutral,neutral,fem,neutral
ladies,NNS,fem,neutral,neutral,neutral
husbands,NNS,masc,masc,masc,masc
lady,NN,fem,fem,fem,fem
rape,NN,fem,neutral,fem,fem
dames,NNS,fem,fem,fem,fem
draughtsman,NN,masc,masc,masc,masc
goddess,NN,fem,fem,fem,fem
goddesses,NNS,fem,fem,fem,fem
diva,NN,fem,fem,fem,fem
blockman,NN,masc,masc,masc,masc
pats,NNS,neutral,neutral,masc,neutral
cameramen,NNS,masc,masc,masc,masc
cameraman,NN,masc,masc,masc,masc
assemblyman,NN,masc,masc,masc,masc
estrogen,NN,fem,neutral,fem,fem
estrogens,NNS,fem,neutral,fem,fem
grandfather,NN,masc,masc,masc,masc
punk,NN,neutral,masc,neutral,neutral
henchmen,NNS,masc,masc,masc,masc
batsman,NN,masc,masc,masc,masc
cricket,NN,masc,neutral,neutral,neutral
spokesman,NN,masc,masc,masc,masc
freshman,NN,masc,masc,masc,masc
buddy,NN,neutral,neutral,masc,neutral
lesbians,NNS,fem,neutral,fem,fem
admirer,NN,fem,neutral,neutral,neutral
clutch,NN,fem,neutral,neutral,neutral
coil,NN,fem,neutral,neutral,neutral
revelation,NN,masc,neutral,neutral,neutral
steer,NN,neutral,neutral,masc,neutral
max,NN,neutral,neutral,masc,neutral
norm,NN,neutral,neutral,masc,neutral
orphan,NN,fem,neutral,neutral,neutral
nativity,NN,masc,neutral,neutral,neutral
pop,NN,masc,neutral,masc,masc
cuckoo,NN,masc,neutral,neutral,neutral
honour,NN,fem,neutral,neutral,neutral
uncles,NNS,masc,masc,masc,masc
boy,NN,masc,masc,masc,masc
hashish,NN,neutral,fem,neutral,neutral
divorce,NN,neutral,not_found,masc,neutral
autospores,NNS,not_found,fem,not_found,fem
rosettes,NNS,neutral,neutral,fem,neutral
scrubber,NN,neutral,neutral,fem,neutral
mills,NNS,masc,neutral,neutral,neutral
mill,NN,masc,neutral,neutral,neutral
dam,NN,fem,neutral,fem,fem
cliff,NN,neutral,neutral,masc,neutral
jewel,NN,neutral,neutral,fem,neutral
stresses,NNS,neutral,neutral,fem,neutral
kits,NNS,neutral,neutral,masc,neutral
dean,NN,masc,neutral,neutral,neutral
nephew,NN,masc,masc,masc,masc
midshipman,NN,masc,masc,masc,masc
busts,NNS,fem,neutral,fem,fem
flank,NN,neutral,neutral,masc,neutral
assaults,NNS,fem,neutral,neutral,neutral
cavalrymen,NNS,masc,masc,masc,masc
freemen,NNS,masc,masc,masc,masc
gens,NNS,masc,neutral,neutral,neutral
infantrymen,NNS,masc,masc,masc,masc
sir,NN,masc,masc,masc,masc
rodes,NNS,not_found,neutral,masc,neutral
dawn,NN,neutral,neutral,fem,neutral
mob,NN,neutral,neutral,fem,neutral
preman,NN,masc,masc,masc,masc
rooster,NN,masc,masc,masc,masc
strongman,NN,masc,masc,masc,masc
vrijman,NN,masc,masc,masc,masc
thuggery,NN,neutral,neutral,masc,neutral
thugs,NNS,neutral,neutral,masc,neutral
landlords,NNS,neutral,neutral,masc,neutral
cliffs,NNS,neutral,neutral,masc,neutral
archaeology,NN,neutral,neutral,masc,neutral
kinsman,NN,masc,masc,masc,masc
flora,NNS,neutral,neutral,fem,neutral
fairy,NN,masc,neutral,neutral,neutral
spectator,NN,fem,neutral,neutral,neutral
pasties,NNS,neutral,fem,neutral,neutral
hoax,NN,neutral,neutral,masc,neutral
booths,NNS,neutral,neutral,masc,neutral
booth,NN,neutral,neutral,masc,neutral
chick,NN,fem,neutral,neutral,neutral
violations,NNS,fem,neutral,neutral,neutral
honors,NNS,fem,neutral,neutral,neutral
pantheism,NN,neutral,neutral,masc,neutral
god,NN,masc,neutral,masc,masc
weeds,NNS,masc,neutral,neutral,neutral
prostitutes,NNS,fem,neutral,fem,fem
bull,NN,masc,neutral,masc,masc
statesman,NN,masc,masc,masc,masc
rabbi,NN,neutral,neutral,masc,neutral
rings,NNS,neutral,neutral,masc,neutral
religieuses,NNS,not_found,not_found,fem,fem
sages,NNS,neutral,neutral,masc,neutral
dress,NN,fem,neutral,neutral,neutral
housemaid,NN,fem,fem,fem,fem
maid,NN,fem,fem,fem,fem
barmaid,NN,fem,fem,fem,fem
boars,NNS,masc,neutral,masc,masc
resin,NN,neutral,neutral,masc,neutral
boyhood,NN,neutral,masc,neutral,neutral
junior,NN,masc,neutral,neutral,neutral
senior,NN,neutral,neutral,masc,neutral
testosterone,NN,neutral,masc,neutral,neutral
sage,NN,neutral,neutral,masc,neutral
princess,NN,fem,neutral,fem,fem
henchman,NN,masc,masc,masc,masc
milkman,NN,masc,masc,masc,masc
candy,NN,neutral,neutral,fem,neutral
landlord,NN,neutral,neutral,masc,neutral
stepbrothers,NNS,neutral,masc,masc,masc
stepfather,NN,neutral,masc,neutral,neutral
stepbrother,NN,neutral,masc,masc,masc
nanny,NN,fem,neutral,fem,fem
abductions,NNS,neutral,fem,neutral,neutral
fisherman,NN,masc,masc,masc,masc
patron,NN,neutral,neutral,masc,neutral
youths,NNS,masc,neutral,neutral,neutral
sportsman,NN,masc,masc,masc,masc
cleavage,NN,neutral,neutral,fem,neutral
pantyhose,NN,fem,neutral,neutral,neutral
dollies,NNS,neutral,neutral,fem,neutral
skinheads,NNS,neutral,neutral,masc,neutral
skinhead,NN,neutral,neutral,masc,neutral
guy,NN,masc,neutral,masc,masc
freedmen,NNS,masc,masc,masc,masc
servicing,NN,masc,neutral,neutral,neutral
him-,NN,not_found,masc,not_found,masc
fellows,NNS,masc,neutral,masc,masc
fishermen,NNS,masc,masc,masc,masc
chambermaid,NN,neutral,neutral,fem,neutral
mistress,NN,fem,fem,fem,fem
trousers,NNS,neutral,masc,neutral,neutral
skirt,NN,fem,neutral,neutral,neutral
churchmen,NNS,masc,masc,masc,masc
dwarf,NN,masc,neutral,neutral,neutral
dwarfs,NNS,masc,neutral,neutral,neutral
wolves,NNS,masc,neutral,neutral,neutral
aria,NN,neutral,neutral,fem,neutral
damming,NN,not_found,neutral,fem,neutral
pens,NNS,fem,neutral,fem,fem
niece,NN,fem,fem,fem,fem
heros,NNS,masc,neutral,masc,masc
brides,NNS,fem,fem,fem,fem
businessmen,NNS,masc,masc,masc,masc
genes,NNS,neutral,neutral,masc,neutral
craftsmen,NNS,masc,masc,masc,masc
androgen,NN,masc,masc,masc,masc
sire,NN,masc,masc,masc,masc
colt,NN,masc,neutral,masc,masc
stallion,NN,masc,masc,masc,masc
hind,NN,fem,neutral,fem,fem
broodmare,NN,fem,neutral,neutral,neutral
mare,NN,fem,fem,fem,fem
colts,NNS,masc,neutral,masc,masc
maiden,NN,neutral,not_found,fem,neutral
stud,NN,masc,neutral,neutral,neutral
sacks,NNS,fem,neutral,neutral,neutral
lane,NN,neutral,neutral,masc,neutral
minors,NNS,neutral,neutral,masc,neutral
beauty,NN,fem,fem,neutral,fem
sweethearts,NNS,fem,neutral,neutral,neutral
titania,NN,neutral,fem,fem,fem
lanes,NNS,neutral,neutral,masc,neutral
knockout,NN,fem,neutral,neutral,neutral
cornerman,NN,masc,masc,masc,masc
punch,NN,neutral,neutral,masc,neutral
punches,NNS,neutral,neutral,masc,neutral
knockouts,NNS,fem,neutral,neutral,neutral
tap,NN,fem,neutral,neutral,neutral
punchers,NNS,neutral,neutral,masc,neutral
punching,NN,not_found,neutral,masc,neutral
firemen,NNS,masc,masc,masc,masc
pope,NN,neutral,neutral,masc,neutral
gentlemen,NNS,masc,masc,masc,masc
canes,NNS,neutral,neutral,fem,neutral
underclassmen,NNS,masc,masc,masc,masc
freshmen,NNS,masc,masc,masc,masc
mercy,NN,neutral,neutral,fem,neutral
beasts,NNS,neutral,neutral,masc,neutral
subhuman,NN,masc,masc,masc,masc
carrying,NN,not_found,neutral,masc,neutral
louts,NNS,neutral,masc,neutral,neutral
middleman,NN,masc,masc,masc,masc
rapes,NNS,fem,neutral,fem,fem
sequencing,NN,not_found,neutral,fem,neutral
reaper,NN,masc,neutral,neutral,neutral
parachute,NN,neutral,neutral,masc,neutral
brunettes,NNS,neutral,neutral,fem,neutral
aunt,NN,fem,fem,fem,fem
dresses,NNS,fem,neutral,neutral,neutral
daddy,NN,masc,masc,masc,masc
blondes,NNS,neutral,neutral,fem,neutral
boyfriend,NN,masc,masc,masc,masc
menopause,NN,fem,neutral,fem,fem
oestrogen,NN,fem,neutral,neutral,neutral
progesterone,NN,neutral,fem,neutral,neutral
estradiol,NN,fem,neutral,neutral,neutral
androgens,NNS,masc,masc,masc,masc
antiestrogens,NNS,not_found,neutral,fem,neutral
crickets,NNS,masc,neutral,neutral,neutral
lineman,NN,masc,masc,masc,masc
showman,NN,masc,masc,masc,masc
treble,NN,fem,neutral,neutral,neutral
miss,NN,fem,neutral,neutral,neutral
lesbian,NN,fem,neutral,fem,fem
alderman,NN,masc,masc,masc,masc
busting,NN,not_found,neutral,fem,neutral
lover,NN,neutral,neutral,masc,neutral
cock,NN,masc,neutral,masc,masc
prostate,NN,neutral,neutral,masc,neutral
mars,NN,neutral,neutral,masc,neutral
manhood,NN,masc,neutral,masc,masc
maids,NNS,fem,fem,fem,fem
housekeeper,NN,neutral,neutral,fem,neutral
helmsman,NN,masc,masc,masc,masc
melodies,NNS,neutral,neutral,fem,neutral
lovers,NNS,neutral,neutral,masc,neutral
devil,NN,masc,neutral,neutral,neutral
monk,NN,masc,neutral,masc,masc
centaur,NN,masc,masc,neutral,masc
chimera,NN,fem,neutral,neutral,neutral
devils,NNS,masc,neutral,neutral,neutral
dragons,NNS,fem,neutral,neutral,neutral
homunculus,NN,neutral,neutral,masc,neutral
lizard,NN,masc,neutral,neutral,neutral
satyr,NN,masc,neutral,neutral,neutral
siren,NN,fem,neutral,fem,fem
sphinx,NN,fem,neutral,fem,fem
mummy,NN,fem,neutral,fem,fem
boar,NN,masc,neutral,masc,masc
deer,NN,masc,masc,neutral,masc
favours,NNS,neutral,neutral,fem,neutral
milk,NN,fem,neutral,neutral,neutral
madam,NN,fem,fem,fem,fem
swingman,NN,masc,masc,masc,masc
beaver,NN,masc,neutral,neutral,neutral
virgin,NN,neutral,fem,fem,fem
violation,NN,fem,neutral,neutral,neutral
parachutists,NNS,neutral,neutral,masc,neutral
sherry,NN,neutral,neutral,fem,neutral
policeman,NN,masc,masc,masc,masc
ham,NN,masc,neutral,masc,masc
dishes,NNS,fem,neutral,neutral,neutral
creole,NN,fem,neutral,neutral,neutral
conman,NN,masc,masc,masc,masc
dad,NN,masc,masc,masc,masc
mini,NN,neutral,neutral,fem,neutral
filly,NN,fem,fem,fem,fem
cad,NN,neutral,masc,masc,masc
beys,NNS,masc,not_found,neutral,neutral
nephews,NNS,masc,masc,masc,masc
weed,NN,masc,neutral,neutral,neutral
baritone,NN,masc,neutral,masc,masc
buttons,NNS,fem,neutral,neutral,neutral
stamina,NN,masc,neutral,neutral,neutral
verge,NN,neutral,masc,neutral,neutral
spark,NN,neutral,neutral,masc,neutral
bra,NN,neutral,fem,neutral,neutral
panties,NNS,neutral,fem,neutral,neutral
divas,NNS,fem,fem,fem,fem
chevalier,NN,neutral,masc,neutral,neutral
joy,NN,neutral,neutral,fem,neutral
gob,NN,masc,neutral,neutral,neutral
flirt,NN,fem,neutral,neutral,neutral
atlas,NN,masc,neutral,masc,masc
monks,NNS,masc,neutral,not_found,neutral
bhikshuni,NN,not_found,fem,fem,fem
stag,NN,masc,neutral,masc,masc
seniors,NNS,neutral,neutral,masc,neutral
mater,NN,fem,neutral,fem,fem
fords,NNS,masc,neutral,neutral,neutral
artilleryman,NN,masc,masc,masc,masc
councilwoman,NN,fem,fem,fem,fem
wench,NN,fem,fem,fem,fem
patriarchy,NN,masc,neutral,masc,masc
stepson,NN,masc,masc,masc,masc
emperors,NNS,masc,masc,masc,masc
grandnephew,NN,masc,neutral,masc,masc
drone,NN,masc,neutral,masc,masc
patrolman,NN,masc,masc,masc,masc
spectators,NNS,fem,neutral,neutral,neutral
dudes,NNS,masc,masc,masc,masc
bridesmaid,NN,fem,fem,fem,fem
prostitute,NN,fem,neutral,fem,fem
waiter,NN,neutral,neutral,masc,neutral
empress,NN,fem,fem,fem,fem
standings,NNS,neutral,neutral,masc,neutral
boyfriends,NNS,masc,masc,masc,masc
landlady,NN,fem,fem,fem,fem
abduction,NN,neutral,fem,neutral,neutral
tart,NN,fem,neutral,fem,fem
tradesmen,NNS,masc,masc,masc,masc
housewife,NN,neutral,fem,fem,fem
blonde,NN,neutral,neutral,fem,neutral
girlfriends,NNS,fem,fem,fem,fem
vera,NN,not_found,not_found,fem,fem
heiress,NN,fem,fem,fem,fem
hijackers,NNS,masc,neutral,neutral,neutral
baggage,NN,fem,fem,neutral,fem
actresses,NNS,fem,fem,fem,fem
rosette,NN,neutral,neutral,fem,neutral
hogs,NNS,neutral,neutral,masc,neutral
peat,NN,neutral,neutral,fem,neutral
eve,NN,fem,neutral,fem,fem
wildfowl,NN,neutral,neutral,masc,neutral
intersex,NN,neutral,neutral,masc,neutral
bitumen,NN,masc,masc,masc,masc
lance,NN,neutral,neutral,masc,neutral
bride,NN,fem,fem,fem,fem
eunuchs,NNS,masc,masc,masc,masc
primogeniture,NN,masc,neutral,neutral,neutral
princesses,NNS,fem,neutral,fem,fem
jade,NN,fem,neutral,neutral,neutral
middlemen,NNS,masc,masc,masc,masc
presses,NNS,neutral,neutral,masc,neutral
priestesses,NNS,fem,fem,fem,fem
laymen,NNS,masc,masc,masc,masc
mistresses,NNS,fem,fem,fem,fem
courtesans,NNS,neutral,fem,neutral,neutral
geishas,NNS,fem,neutral,fem,fem
courtesan,NN,neutral,fem,neutral,neutral
hairstyle,NN,fem,neutral,neutral,neutral
bodices,NNS,neutral,neutral,fem,neutral
otter,NN,neutral,neutral,masc,neutral
ginger,NN,neutral,neutral,fem,neutral
beast,NN,neutral,neutral,masc,neutral
gown,NN,fem,neutral,fem,fem
penny,NN,neutral,neutral,fem,neutral
bikini,NN,fem,neutral,fem,fem
nun,NN,fem,fem,fem,fem
paw,NN,neutral,neutral,masc,neutral
dolls,NNS,fem,neutral,fem,fem
bombshells,NNS,neutral,fem,neutral,neutral
patrimony,NN,neutral,neutral,masc,neutral
crewmen,NNS,masc,masc,masc,masc
barbettes,NNS,neutral,neutral,fem,neutral
trainmen,NNS,masc,masc,masc,masc
fireman,NN,masc,masc,masc,masc
countryman,NN,masc,masc,masc,masc
guys,NNS,masc,neutral,masc,masc
antique,NN,masc,neutral,neutral,neutral
cowboys,NNS,masc,masc,masc,masc
cowboy,NN,masc,masc,masc,masc
beau,NN,masc,neutral,masc,masc
hostess,NN,fem,neutral,fem,fem
skirts,NNS,fem,neutral,neutral,neutral
blades,NNS,masc,neutral,neutral,neutral
baseman,NN,masc,masc,masc,masc
ops,NN,fem,fem,fem,fem
ford,NN,masc,neutral,neutral,neutral
mezzo,NN,fem,neutral,neutral,neutral
falsetto,NN,masc,masc,masc,masc
rapists,NNS,neutral,neutral,fem,neutral
metropolitan,NN,neutral,fem,neutral,neutral
